34
64
24
40
40
21
24
30
30
16
7
20
12
14
24
20
8
6
24
6
10
8
10
9
6
8
8
4
8
40
48
16
10
18
16
5
8
18
10
8
10
8
6
16
10
16
8
8
8
10
20
45
8
8
8
10
10
9
10
27
16
8
6
6
18
12
12
8
76
39
20
22
20
30
39
52
16
13
8
5
7
